Network,Content type,Content
facebook,Comment,The Mustard Seed We’re so grateful for all the work you do in the community! It’s an honour to support such an amazing organization. 💙
facebook,Comment,The Mustard Seed We're honored to support your important work and grateful for the opportunity to contribute to such a meaningful cause.
facebook,Comment,I am knitting thousands of Izzy dolls!!!!
facebook,Comment,"When was the last time Alberta Health inspected the shelter in Calgary? That building should be condemned. Black mold, the bathroom & shower areas for both the women & men are a health hazard, you don't dare step barefoot when having a shower for fear of catching something. The so called lunch that is given is embarrassing; a single slice of cheap ham on buttered bread, and a bottle of water, sometimes a piece of fruit or a granola bar IF there were food donations. And you're expected to sleep on a maybe 3 inch thick 6ft long, 3ft wide mat on a concrete floor. 
The so called optional Sunday service isn't actually optional, it's a pastor with a microphone, a guitar and a large speaker which is turned up to almost full volume. It's so loud that a person has no choice but to leave the shelter for the day to get away from it.
Those are only just a few of the issues, it's a terrible environment and not at all safe for women"
facebook,Comment,might be joining the ranks soon
facebook,Comment,Ya right !! Bunch of crooks !!!
facebook,Comment,May GOD Please Bless You All  +
facebook,Comment,Sorry I tried to donate but it would not work?
facebook,Comment,These people get money from the province the 2 sons are ucp government.  Do not give to these grifters.
facebook,Comment,I did my usual Easter donation earlier this year
facebook,Comment,Who are you feeding in Kamloops? I understand the meal program was almost discontinued
facebook,Comment,What is happening to the one in Medicine Hat
facebook,Comment,Looked liked an awesome evening!
facebook,Comment,Make your own paint pallette!!!!!
facebook,Comment,💕🙏
facebook,Comment,How awesome
facebook,Comment,This is wonderful . Thanks to the kind  anonymous donor .
facebook,Comment,"If I thought that every cent would go the needy I’d do it, But donations on the whole are subject to all kinds of fraud, No thanx 
I remember when donating to worthy causes actually went to the cause, I’ve learned to be cynical 🤨"
facebook,Comment,How do we volunteer?? I do not see that option on your website.
facebook,Comment,Love to help.
facebook,Comment,I give to the Hope Mission 100 meals 4 times a year.
facebook,Comment,"This is our Father's World Compassion world 🌍✝️🆓☮️🎁✨🌈 
in the rustling grass ...
we hear Him 
Pass .. 

(.....ad lib ad lib ad lib.....)

    ,
    '"
facebook,Comment,Still needing a cook
facebook,Comment,Please don’t here in Medicine Hat there are no beds just a mattress on the floor has for food while that’s a joke and they are not there on weekends to help the homeless period
facebook,Comment,Prayers and prayers 🙏🏻
facebook,Comment,"Rehab is only successful 10% of the time.  Unfortunately, these folks are a fact of life.  In my area they live in home made shelters in forested areas but they often burn them down trying to head them.  What to do?  Give them food and they have more money to buy drugs or alcohol.    If they don't have money for drugs they steal."
facebook,Comment,The Mustard Seed We are SO happy to help! Thank you for all that you do ❤️
facebook,Comment,Thank you Norlan so much !!
facebook,Comment,"What a fabulous collaboration, The Mustard Seed & Nor-Lan Chrysler! 🥰"
facebook,Comment,"In Medicine Hat you guys only feed the 30 people at the shelter; and not the 140 people you said you’d be feeding.
It’s like you’re punishing homeless hungry people because the city didn’t give you cart blanche"
facebook,Comment,Do you have access to PayPal? It's like only way that I access anything to make payments
facebook,Comment,The simpler the better 👏🤣
facebook,Comment,"Thank you for the important work you’re doing. We know how essential proper footwear is for those navigating life without stable housing—especially with the long distances many walk daily. We’re sharing this with our network and will look into ways we can support this urgent need.

With care,
CareBridge Documentation"
facebook,Comment,"This is so beautiful to see! It’s amazing how much healing, joy, and pride can grow from something as simple—and powerful—as a garden. Shoutout to your residents for their hard work and green thumbs! Can’t wait to see what blooms this year.

With admiration,
CareBridge Documentation

#HopeInAction  #CommunityGrowth #GrandePrairieLove"
facebook,Comment,Just dropped off a 20kg bag of sugar at the Mustard Seed.   Put it to good use!
facebook,Comment,Does the mustard seed take clothing as well? Just a question
facebook,Comment,You're very welcome @themustardseedrd! We're honoured to support the Red Deer community and help make a meaningful difference. Huge thanks to your team for the warm welcome and for helping us connect with those who needed it most. 💚💚💚#ReturningHope
facebook,Comment,And  Izzy dolls for the children!!!!!!!
facebook,Comment,❤️❤️❤️❤️❤️❤️❤️❤️❤️🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗
facebook,Comment,Aww very touching. The answer is still “no“. Talk to Liberals who tax my income at 50% and get the portion that was confiscated from me.
facebook,Comment,We need to stop funding these places as they are enabling the homeless which are becoming increasingly dangerous for the city. Tax paying citizens don’t feel safe enjoying Edmonton because of the amount of dirty thieving drug addicted individuals
facebook,Comment,https://www.greenparty.ca/en/candidate/atul-deshmukh
facebook,Comment,https://www.greenparty.ca/en/candidate/atul-deshmukh
facebook,Comment,https://www.greenparty.ca/en/candidate/atul-deshmukh
facebook,Comment,https://www.greenparty.ca/en/candidate/atul-deshmukh
